time,open,high,low,close,volume,simple_return,log_return
2021-04-01 01:00:00,1932.37,1944.0,1923.61,1939.81,21968.95991,0.0038449994307536706,0.0038376263141517734
2021-04-01 02:00:00,1940.0,1944.66,1924.29,1925.4,24216.36219,-0.00742856259118152,-0.007456291772924423
2021-04-01 03:00:00,1925.34,1926.0,1912.64,1922.8,24068.29736,-0.0013503687545445286,-0.0013512813240605756
2021-04-01 04:00:00,1923.04,1928.48,1899.88,1915.92,29712.77096,-0.003578115248595748,-0.003584532014152455
2021-04-01 05:00:00,1916.22,1920.67,1902.91,1909.12,20097.21333,-0.0035492087352291257,-0.0035555221193242165
2021-04-01 06:00:00,1909.12,1926.09,1909.11,1915.25,20287.66858,0.0032109034528997604,0.003205759510601291
2021-04-01 07:00:00,1915.25,1932.01,1909.0,1926.31,29163.82474,0.005774703041378393,0.005758093357089547
2021-04-01 08:00:00,1926.3,1967.83,1926.3,1943.27,61862.43224,0.00880439804600508,0.008765865339883288
2021-04-01 09:00:00,1943.36,1956.97,1934.33,1937.52,34334.57365,-0.002958930050893649,-0.002963316339033429
2021-04-01 10:00:00,1937.44,1943.5,1922.44,1929.24,29397.38058,-0.004273504273504258,-0.004282661792000848
2021-04-01 11:00:00,1929.5,1929.67,1906.0,1920.07,30921.81885,-0.004753167050237428,-0.004764499272297235
2021-04-01 12:00:00,1920.08,1925.5,1911.98,1922.0,25877.50573,0.0010051716864489801,0.0010046668396661662
2021-04-01 13:00:00,1921.99,1942.0,1921.48,1934.0,25383.51514,0.00624349635796051,0.006224086483001885
2021-04-01 14:00:00,1934.0,1934.25,1920.0,1932.05,27174.12539,-0.0010082730093071701,-0.0010087816584713777
2021-04-01 15:00:00,1932.04,1947.99,1929.71,1944.39,24177.76147,0.00638699826609046,0.006366687828610468
2021-04-01 16:00:00,1944.39,1956.69,1938.55,1946.17,29182.16173,0.0009154542041462932,0.0009150354315049774
2021-04-01 17:00:00,1946.39,1965.84,1929.5,1940.3,43246.6055,-0.003016180498106591,-0.003020738337656962
2021-04-01 18:00:00,1940.3,1975.8,1885.02,1967.29,82278.39844,0.013910220069061507,0.013814360883244794
2021-04-01 19:00:00,1967.13,1984.77,1960.0,1974.12,45471.66682,0.0034717809778934683,0.003465768258857786
2021-04-01 20:00:00,1974.25,1983.36,1965.68,1969.75,28037.01921,-0.0022136445606143473,-0.0022160982935318474
2021-04-01 21:00:00,1969.94,1974.03,1950.36,1963.45,18356.17004,-0.0031983754283538834,-0.0032035011633120536
2021-04-01 22:00:00,1963.45,1972.63,1954.33,1971.62,20081.20774,0.0041610430619571925,0.004152409862732021
2021-04-01 23:00:00,1971.69,1978.92,1966.74,1968.05,20300.2079,-0.001810693744230596,-0.0018123350316934963
2021-04-02 00:00:00,1968.05,1972.54,1948.48,1958.16,26775.01634,-0.00502527882929793,-0.005037948004869458
2021-04-02 01:00:00,1958.15,1995.69,1957.37,1995.54,45081.01363,0.01908934918494909,0.01890943360071205
2021-04-02 02:00:00,1995.55,2004.32,1982.1,1997.06,67127.47182,0.0007616985878509119,0.0007614086427060747
2021-04-02 03:00:00,1997.53,2010.45,1990.0,1996.63,39185.29261,-0.00021531651527739726,-0.00021533969920625444
2021-04-02 04:00:00,1996.63,2000.82,1987.34,1995.37,18515.8148,-0.0006310633417309086,-0.0006312625460129689
2021-04-02 05:00:00,1995.43,2000.48,1988.42,1990.63,24971.36199,-0.002375499280835025,-0.002378325255539301
2021-04-02 06:00:00,1990.62,2000.0,1980.87,1995.81,28991.32862,0.0026021912660814106,0.0025988114284417377
2021-04-02 07:00:00,1995.93,2008.5,1991.77,1994.71,29844.94553,-0.0005511546690315505,-0.0005513066105975821
2021-04-02 08:00:00,1994.66,2006.0,1991.0,1991.31,24959.22508,-0.0017045084247836462,-0.001705962752112469
2021-04-02 09:00:00,1991.31,1998.3,1982.01,1995.58,28096.82794,0.002144317057615419,0.0021420212911086992
2021-04-02 10:00:00,1995.49,2002.0,1988.38,2000.22,15094.49343,0.002325138556209305,0.0023224396043715506
2021-04-02 11:00:00,2000.25,2006.88,1996.13,2005.61,18854.15858,0.0026947035826059285,0.002691079378217954
2021-04-02 12:00:00,2005.52,2009.59,1991.55,2005.0,28432.91385,-0.0003041468680351489,-0.0003041931300743574
2021-04-02 13:00:00,2005.0,2007.48,1986.7,2007.36,26255.61337,0.0011770573566083353,0.0011763651677087423
2021-04-02 14:00:00,2007.39,2075.0,2004.28,2070.02,100303.87707,0.03121512832775397,0.030737843140109973
2021-04-02 15:00:00,2070.15,2083.5,2054.67,2073.89,58745.85474,0.0018695471541336772,0.0018678017259545162
2021-04-02 16:00:00,2073.74,2082.32,2040.67,2058.72,42975.92777,-0.007314756327481242,-0.007341640337762946
2021-04-02 17:00:00,2058.72,2060.92,2043.78,2054.18,22876.76515,-0.00220525374990288,-0.0022076889026988586
2021-04-02 18:00:00,2054.18,2062.24,2046.14,2054.83,16136.04835,0.00031642796639053117,0.0003163779136200267
2021-04-02 19:00:00,2054.84,2070.52,2031.11,2062.63,32841.29727,0.003795934456865213,0.0037887480779392694
2021-04-02 20:00:00,2062.7,2108.0,2061.0,2091.01,51907.08775,0.013759132757692916,0.013665335292422916
2021-04-02 21:00:00,2091.01,2102.75,2078.41,2091.23,26941.16769,0.00010521231366644734,0.00010520677923916368
2021-04-02 22:00:00,2091.22,2115.0,2084.09,2110.06,26044.78817,0.009004270214180154,0.00896397348757115
2021-04-02 23:00:00,2110.46,2146.0,2110.07,2133.69,45239.6406,0.011198733685298112,0.011136492120607442
2021-04-03 00:00:00,2133.69,2138.12,2106.11,2121.25,31695.17308,-0.005830275250856554,-0.005847337656944968
2021-04-03 01:00:00,2121.26,2121.78,2079.89,2103.67,32622.65844,-0.008287566293459059,-0.008322099098622627
2021-04-03 02:00:00,2103.67,2111.72,2080.0,2109.0,33098.93625,0.0025336673527691644,0.002530463028961094
2021-04-03 03:00:00,2109.0,2109.51,2089.0,2093.1,16688.00608,-0.007539118065433947,-0.007567680865474117
2021-04-03 04:00:00,2093.07,2103.43,2087.51,2099.78,15530.51517,0.0031914385361426767,0.00318635670554037
2021-04-03 05:00:00,2099.78,2106.76,2092.36,2105.65,17416.90337,0.0027955309603862055,0.002791630730828459
2021-04-03 06:00:00,2105.66,2128.48,2101.31,2126.03,27036.79983,0.009678721534918111,0.0096321827592498
2021-04-03 07:00:00,2126.05,2126.5,2108.19,2111.35,26337.17445,-0.006904888454067115,-0.0069288375036958595
2021-04-03 08:00:00,2111.37,2130.0,2087.52,2095.35,36553.6985,-0.007578089847727787,-0.0076069494635537796
2021-04-03 09:00:00,2095.35,2107.0,2067.28,2107.0,33590.97387,0.0055599303219033835,0.0055445309625195595
2021-04-03 10:00:00,2106.99,2117.52,2096.99,2097.2,18928.71234,-0.0046511627906977715,-0.004662013105811413
2021-04-03 11:00:00,2097.17,2106.72,2095.27,2096.44,19913.68176,-0.00036238794583243195,-0.0003624536242119222
2021-04-03 12:00:00,2096.44,2110.01,2088.41,2104.24,18327.99758,0.0037205930052850444,0.0037136887191893957
2021-04-03 13:00:00,2104.21,2117.07,2098.26,2116.53,22019.95477,0.00584058852602376,0.005823598411604806
2021-04-03 14:00:00,2116.54,2117.8,2090.77,2091.48,32286.13669,-0.011835409845360134,-0.011906005883369377
2021-04-03 15:00:00,2091.59,2098.08,2069.18,2070.98,44429.54738,-0.009801671543595902,-0.009850024143086196
2021-04-03 16:00:00,2071.0,2094.9,2049.25,2070.6,38936.24504,-0.00018348801050716013,-0.0001835048464916591
2021-04-03 17:00:00,2070.41,2075.86,2021.31,2032.11,68119.17249,-0.018588814836279388,-0.01876375824055698
2021-04-03 18:00:00,2032.06,2068.29,1996.3,2067.87,69896.08449,0.017597472577763895,0.0174444298916778
2021-04-03 19:00:00,2068.18,2095.69,2064.13,2095.29,33530.10495,0.013260021181215498,0.013172876614275348
2021-04-03 20:00:00,2095.16,2095.44,2040.0,2060.66,28658.42565,-0.016527545113087072,-0.016665648777655185
2021-04-03 21:00:00,2060.61,2083.0,2025.31,2033.43,32853.96229,-0.013214212922073365,-0.01330229747289104
2021-04-03 22:00:00,2033.21,2050.5,2008.16,2033.65,36925.106,0.00010819157777741673,0.00010818572549077402
2021-04-03 23:00:00,2033.46,2049.16,2007.28,2008.52,34780.35145,-0.012357091928306252,-0.012434075642733432
2021-04-04 00:00:00,2008.59,2024.9,1975.24,2001.76,45427.87487,-0.003365662278692727,-0.003371338860530198
2021-04-04 01:00:00,2001.41,2016.64,1979.0,2010.64,48862.485,0.004436096235312936,0.0044262857631738985
2021-04-04 02:00:00,2010.42,2022.77,2010.09,2013.56,17447.64144,0.0014522739028368647,0.001451220372978365
2021-04-04 03:00:00,2013.56,2019.65,1998.03,2015.27,19973.28082,0.0008492421383023974,0.000848881736228981
2021-04-04 04:00:00,2015.57,2022.77,2008.78,2012.87,17182.29098,-0.001190907421834364,-0.0011916171155870463
2021-04-04 05:00:00,2013.01,2022.77,2005.0,2014.17,14950.28039,0.000645843993899442,0.0006456355264206976
2021-04-04 06:00:00,2014.16,2018.88,2002.32,2018.76,17542.06202,0.002278854317162793,0.002276261666764638
2021-04-04 07:00:00,2018.88,2034.59,2012.99,2034.58,25954.40203,0.007836493689195256,0.0078059478502609525
2021-04-04 08:00:00,2034.59,2045.0,2028.39,2036.82,25627.32491,0.001100964326789855,0.0011003587100329613
2021-04-04 09:00:00,2036.78,2061.35,2036.76,2058.16,25372.56335,0.010477116289117294,0.010422611676483666
2021-04-04 10:00:00,2058.16,2063.49,2046.22,2055.06,16117.83333,-0.001506199712364431,-0.0015073351714465129
2021-04-04 11:00:00,2055.06,2060.66,2038.72,2043.13,18858.94902,-0.00580518330365043,-0.005822098877350543
2021-04-04 12:00:00,2043.19,2072.82,2032.96,2066.64,25273.4919,0.011506854678850376,0.011441154348969354
2021-04-04 13:00:00,2066.64,2085.48,2066.64,2081.52,22818.29618,0.007200092904424693,0.0071742959882906765
2021-04-04 14:00:00,2081.51,2091.8,2080.0,2084.89,18115.63807,0.0016190091855949884,0.0016177000030853262
2021-04-04 15:00:00,2084.89,2091.83,2070.17,2077.34,28156.11276,-0.0036212941689968137,-0.0036278669274517365
2021-04-04 16:00:00,2077.33,2086.16,2064.21,2072.85,23679.87508,-0.0021614179672081457,-0.0021637572023403538
2021-04-04 17:00:00,2073.27,2081.99,2070.5,2079.2,14909.48201,0.0030634151048074543,0.0030587324096772043
2021-04-04 18:00:00,2079.09,2083.67,2067.58,2072.74,17242.88054,-0.0031069642170065137,-0.0031118008510935664
2021-04-04 19:00:00,2072.69,2075.35,2055.13,2061.44,16309.03104,-0.0054517209104855135,-0.005466635773407471
2021-04-04 20:00:00,2061.43,2066.61,2051.24,2062.56,13961.8437,0.000543309531201519,0.0005431619920153837
2021-04-04 21:00:00,2062.65,2078.33,2057.58,2076.8,9796.56373,0.006904041579396614,0.006880317814976323
2021-04-04 22:00:00,2076.8,2077.28,2056.48,2070.73,17961.10855,-0.00292276579352857,-0.002927045414391014
2021-04-04 23:00:00,2070.73,2081.19,2070.16,2075.69,12804.45382,0.00239529054970955,0.0023924264140137972
